ProductNumber,BrandName,ProductName,Nameless,Country,grams,mL,Pcs,DollarPerKg,Dollars,BusinessName,Location1,HoursMon,HoursTue,HoursWed,HoursThu,HoursFri,HoursSat,HoursSun,Phone
CA000010252,Gavottes,Rolled Wafer Filled - Cocoa and Hazelnut,null,France,90,null,null,null,4.99,European Delicatessen,1568 Merivale Road; Unit 8A,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 17:00,Closed,null
CA000010253,Nyakers,Ginger Snaps Vanilla,null,Sweden,150,null,null,null,3.79,European Delicatessen,1568 Merivale Road; Unit 8A,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 17:00,Closed,null
CA000010254,Nyakers,Ginger Snaps Almond,null,Sweden,150,null,null,null,3.79,European Delicatessen,1568 Merivale Road; Unit 8A,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 17:00,Closed,null
CA000010255,Nyakers,Ginger Snaps Lemon,null,Sweden,150,null,null,null,3.79,European Delicatessen,1568 Merivale Road; Unit 8A,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 17:00,Closed,null
CA000010256,Nyakers,Ginger Snaps Orange,null,Sweden,150,null,null,null,3.79,European Delicatessen,1568 Merivale Road; Unit 8A,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 17:00,Closed,null
CA000010257,Nyakers,Ginger Snaps Original,null,Sweden,150,null,null,null,3.79,European Delicatessen,1568 Merivale Road; Unit 8A,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 17:00,Closed,null
CA000010258,Bakersland,Syrup Wafers,null,Holland,252,null,8,null,4.99,European Delicatessen,1568 Merivale Road; Unit 8A,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 17:00,Closed,null
CA000010259,Green & Black's,Dark Chocolate with Crystallized Ginger Pieces - 60%,Organic,Poland,100,null,null,null,4.99,European Delicatessen,1568 Merivale Road; Unit 8A,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 17:00,Closed,null
CA000010260,Green & Black's,Dark Chocolate - 85% ,Organic,Poland,100,null,null,null,4.99,European Delicatessen,1568 Merivale Road; Unit 8A,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 17:00,Closed,null
CA000010261,Green & Black's,Dark Chocolate Flavored with Orange and Spices,Organic,Poland,100,null,null,null,4.99,European Delicatessen,1568 Merivale Road; Unit 8A,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 17:00,Closed,null
CA000010262,Wawel,Dark Chocolate with Orange Peel - 70%,null,Poland,100,null,null,null,2.99,European Delicatessen,1568 Merivale Road; Unit 8A,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 17:00,Closed,null
CA000010263,Maitre Truffout,Milk Chocolate,null,Germany,100,null,null,null,2.99,European Delicatessen,1568 Merivale Road; Unit 8A,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 17:00,Closed,null
CA000010264,Kinder,Milk Chocolate Sticks,null,Germany,50,null,null,null,1.49,European Delicatessen,1568 Merivale Road; Unit 8A,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 17:00,Closed,null
CA000010265,Kinder,Milk Chocolate Sticks,null,Germany,100,null,null,null,2.99,European Delicatessen,1568 Merivale Road; Unit 8A,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 17:00,Closed,null
CA000010266,Wawel,Dark Chocolate - 90%,null,Poland,100,null,null,null,2.99,European Delicatessen,1568 Merivale Road; Unit 8A,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 17:00,Closed,null
CA000010267,Wawel,Dark Chocolate - 70%,null,Poland,100,null,null,null,2.79,European Delicatessen,1568 Merivale Road; Unit 8A,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 17:00,Closed,null
CA000010268,Cote D'Or,Dark Chocolate ,null,Belgium,150,null,null,null,7.49,European Delicatessen,1568 Merivale Road; Unit 8A,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 17:00,Closed,null
CA000010269,Cote D'Or,Milk Chocolate,null,Belgium,150,null,null,null,7.49,European Delicatessen,1568 Merivale Road; Unit 8A,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 17:00,Closed,null
CA000010270,Scho-Ka-Kola,Coffee Energy Candy,null,Germany,100,null,null,null,5.49,European Delicatessen,1568 Merivale Road; Unit 8A,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 17:00,Closed,null
CA000010271,Milka,Choco Wafer,null,Poland,30,null,null,null,0.99,European Delicatessen,1568 Merivale Road; Unit 8A,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 17:00,Closed,null
CA000010272,Kinder,Milk Chocolate Coated Wafer with Milk & Nut Filling,null,Poland,43,null,null,null,null,European Delicatessen,1568 Merivale Road; Unit 8A,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 17:00,Closed,null
CA000010273,McVitie's,Milk Chocolate Covered Crunchy Biscuit with Orange Flavored Cream,null,England,176,null,8,null,4.49,European Delicatessen,1568 Merivale Road; Unit 8A,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 17:00,Closed,null
CA000010274,Kras,Lemon Orange Wafer,null,Croatia,330,null,null,null,4.49,European Delicatessen,1568 Merivale Road; Unit 8A,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 17:00,Closed,null
CA000010275,Kras,Hazelnut Wafer,null,Croatia,330,null,null,null,4.49,European Delicatessen,1568 Merivale Road; Unit 8A,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 17:00,Closed,null
CA000010276,Kras,Chocolate Wafer - 35%,null,Croatia,500,null,null,null,6.79,European Delicatessen,1568 Merivale Road; Unit 8A,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 17:00,Closed,null
CA000010277,Kras,Rum Wafer,null,Croatia,330,null,null,null,4.49,European Delicatessen,1568 Merivale Road; Unit 8A,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 17:00,Closed,null
CA000010278,Kras,Chocolate Cream Wafer,null,Croatia,330,null,null,null,4.49,European Delicatessen,1568 Merivale Road; Unit 8A,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 17:00,Closed,null
CA000010279,Kras,Lemon Orange Wafers,null,Croatia,200,null,null,null,1.99,European Delicatessen,1568 Merivale Road; Unit 8A,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 17:00,Closed,null
CA000010280,Salzburg Schokolade,Vanilla Wafers,null,Austria,150,null,null,null,2.29,European Delicatessen,1568 Merivale Road; Unit 8A,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 17:00,Closed,null
CA000010281,null,Cream Fudge Candies,Handmade,Poland,350,null,null,null,4.49,European Delicatessen,1568 Merivale Road; Unit 8A,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 17:00,Closed,null
CA000010282,Heidi,Creamy Milk,null,Romania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
CA000010283,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
